19;4;9287;2;0
20;4;26695;2;0
21;4;2;2;0
22;4;2;2;0
23;4;2;2;0
24;4;27719;2;0
25;4;21575;2;0
26;4;2;2;0
27;4;2;2;0
28;4;2;2;0
29;4;2;2;0
30;4;0;2;0
0;5;42;2;0
1;5;2;2;0
2;5;2;2;0
3;5;2;2;0
4;5;2;2;0
5;5;25671;2;0
6;5;9287;2;0
7;5;9287;2;0
8;5;9287;2;0
9;5;9287;2;0
10;5;9287;2;0
11;5;26695;2;0
12;5;2;2;0
13;5;2;2;0
14;5;2;2;0
15;5;2;2;0
16;5;27719;2;0
17;5;11335;2;0
18;5;5191;2;0
19;5;7;2;0
20;5;12359;2;0
21;5;2;2;0
22;5;2;2;0
23;5;2;2;0
24;5;2;2;0
25;5;2;2;0
26;5;2;2;0
27;5;2;2;0
28;5;2;2;0
29;5;2;2;0
30;5;0;2;0
0;6;42;2;0
1;6;2;2;0
2;6;2;2;0
3;6;2;2;0
4;6;2;2;0
5;6;27719;2;0
6;6;11335;2;0
7;6;11335;2;0
8;6;11335;2;0
9;6;11335;2;0
10;6;11335;2;0
11;6;28743;2;0
12;6;2;2;0
13;6;2;2;0
14;6;2;2;0
15;6;2;2;0
16;6;2;2;0
17;6;2;2;0
18;6;2;2;0
19;6;4167;2;0
20;6;7239;2;0
21;6;2;2;0
22;6;2;2;0
23;6;2;2;0
24;6;2;2;0
25;6;2;2;0
26;6;2;2;0
27;6;2;2;0
28;6;2;2;0
29;6;2;2;0
30;6;0;2;0
0;7;42;2;0
1;7;2;2;0
2;7;2;2;0
3;7;2;2;0
4;7;2;2;0
5;7;2;2;0
6;7;2;2;0
7;7;2;2;0
8;7;2;2;0
9;7;2;2;0
10;7;2;2;0
11;7;2;2;0
12;7;2;2;0
13;7;2;2;0
14;7;2;2;0
15;7;2;2;0
16;7;2;2;0
17;7;2;2;0
18;7;2;2;0
19;7;10311;2;0
20;7;7;2;0
21;7;23623;2;0
22;7;2;2;0
23;7;2;2;0
24;7;2;2;0
25;7;2;2;0
26;7;2;2;0
27;7;2;2;0
28;7;2;2;0
29;7;2;2;0
30;7;0;2;0
0;8;42;2;0
1;8;2;2;0
2;8;2;2;0
3;8;2;2;0
4;8;2;2;0
5;8;2;2;0
6;8;2;2;0
7;8;2;2;0
8;8;2;2;0
9;8;2;2;0
10;8;2;2;0
11;8;2;2;0
12;8;2;2;0
13;8;2;2;0
14;8;2;2;0
15;8;2;2;0
16;8;2;2;0
17;8;2;2;0
18;8;2;2;0
19;8;10311;2;0
20;8;7;2;0
21;8;7239;2;0
22;8;2;2;0
23;8;2;2;0
24;8;2;2;0
25;8;2;2;0
26;8;2;2;0
27;8;2;2;0
28;8;2;2;0
29;8;2;2;0
30;8;0;2;0
0;9;42;2;0
1;9;2;2;0
2;9;2;2;0
3;9;2;2;0
4;9;2;2;0
5;9;2;2;0
6;9;2;2;0
7;9;2;2;0
8;9;2;2;0
9;9;2;2;0
10;9;2;2;0
11;9;2;2;0
12;9;2;2;0
13;9;2;2;0
14;9;2;2;0
15;9;2;2;0
16;9;2;2;0
17;9;2;2;0
18;9;2;2;0
19;9;27719;2;0
20;9;11335;2;0
21;9;7;2;0
22;9;7;2;0
23;9;2;2;0
24;9;2;2;0
25;9;2;2;0
26;9;2;2;0
27;9;2;2;0
28;9;2;2;0
29;9;2;2;0
30;9;0;2;0
0;10;42;2;0
1;10;2;2;0
2;10;2;2;0
3;10;2;2;0
4;10;2;2;0
5;10;2;2;0
6;10;2;2;0
7;10;2;2;0
8;10;2;2;0
9;10;2;2;0
10;10;2;2;0
11;10;2;2;0
12;10;2;2;0
13;10;2;2;0
14;10;2;2;0
15;10;2;2;0
16;10;2;2;0
17;10;2;2;0
18;10;2;2;0
19;10;2;2;0
20;10;2;2;0
21;10;2;2;0
22;10;2;2;0
23;10;2;2;0
24;10;2;2;0
25;10;2;2;0
26;10;2;2;0
27;10;2;2;0
28;10;2;2;0
29;10;2;2;0
30;10;0;2;0
0;11;42;2;0
1;11;2;2;0
2;11;2;2;0
3;11;2;2;0
4;11;2;2;0
5;11;2;2;0
6;11;2;2;0
7;11;2;2;0
8;11;2;2;0
9;11;2;2;0
10;11;2;2;0
11;11;2;2;0
12;11;2;2;0
13;11;2;2;0
14;11;2;2;0
15;11;2;2;0
16;11;2;2;0
17;11;2;2;0
18;11;2;2;0
19;11;2;2;0
20;11;2;2;0
21;11;2;2;0
22;11;2;2;0
23;11;2;2;0
24;11;2;2;0
25;11;2;2;0
26;11;2;2;0
27;11;2;2;0
28;11;2;2;0
29;11;2;2;0
30;11;0;2;0
0;12;42;2;0
1;12;2;2;0
2;12;2;2;0
3;12;2;2;0
4;12;2;2;0
5;12;2;2;0
6;12;2;2;0
7;12;2;2;0
8;12;2;2;0
9;12;2;2;0
10;12;2;2;0
11;12;2;2;0
12;12;2;2;0
13;12;2;2;0
14;12;2;2;0
15;12;2;2;0
16;12;2;2;0
17;12;2;2;0
18;12;2;2;0
19;12;2;2;0
20;12;2;2;0
21;12;2;2;0
22;12;2;2;0
23;12;2;2;0
24;12;2;2;0
25;12;2;2;0
26;12;2;2;0
27;12;2;2;0
28;12;2;2;0
29;12;2;2;0
30;12;0;2;0
0;13;42;2;0
1;13;2;2;0
2;13;2;2;0
3;13;2;2;0
4;13;2;2;0
5;13;2;2;0
6;13;2;2;0
7;13;2;2;0
8;13;2;2;0
9;13;2;2;0
10;13;2;2;0
11;13;2;2;0
12;13;2;2;0
13;13;2;2;0
14;13;2;2;0
15;13;2;2;0
16;13;2;2;0
17;13;2;2;0
18;13;2;2;0
19;13;2;2;0
20;13;2;2;0
21;13;2;2;0
22;13;2;2;0
23;13;2;2;0
24;13;2;2;0
25;13;2;2;0
26;13;2;2;0
27;13;2;2;0
28;13;2;2;0
29;13;2;2;0
30;13;0;2;0
0;14;42;2;0
1;14;2;2;0
2;14;2;2;0
3;14;2;2;0
4;14;2;2;0
5;14;2;2;0
6;14;2;2;0
7;14;2;2;0
8;14;2;2;0
9;14;2;2;0
10;14;2;2;0
11;14;2;2;0
12;14;2;2;0
13;14;2;2;0
14;14;2;2;0
15;14;2;2;0
16;14;2;2;0
17;14;2;2;0
18;14;2;2;0
19;14;2;2;0
20;14;2;2;0
21;14;2;2;0
22;14;2;2;0
23;14;2;2;0
24;14;2;2;0
25;14;25671;2;0
26;14;26695;2;0
27;14;2;2;0
28;14;2;2;0
29;14;2;2;0
30;14;0;2;0
0;15;42;2;0
1;15;2;2;0
2;15;2;2;0
3;15;2;2;0
4;15;2;2;0
5;15;2;2;0
6;15;2;2;0
7;15;25671;2;0
8;15;18503;2;0
9;15;2;2;0
10;15;17479;2;0
11;15;18503;2;0
12;15;2;2;0
13;15;2;2;0
14;15;2;2;0
15;15;2;2;0
16;15;2;2;0
17;15;2;2;0
18;15;17479;2;0
19;15;26695;2;0
20;15;2;2;0
21;15;2;2;0
22;15;2;2;0
23;15;2;2;0
24;15;2;2;0
25;15;20551;2;0
26;15;7;2;0
27;15;2;2;0
28;15;2;2;0
29;15;2;2;0
30;15;0;2;0
0;16;42;2;0
1;16;2;2;0
2;16;2;2;0
3;16;2;2;0
4;16;2;2;0
5;16;2;2;0
6;16;2;2;0
7;16;7;2;0
8;16;7;2;0
9;16;7;2;0
10;16;7;2;0
11;16;7;2;0
12;16;7;2;0
13;16;7;2;0
14;16;26695;2;0
15;16;2;2;0
16;16;2;2;0
17;16;7;2;0
18;16;7;2;0
19;16;28743;2;0
20;16;2;2;0
21;16;2;2;0
22;16;2;2;0
23;16;2;2;0
24;16;2;2;0
25;16;2;2;0
26;16;7;2;0
27;16;2;2;0
28;16;2;2;0
29;16;2;2;0
30;16;0;2;0
0;17;42;2;0
1;17;2;2;0
2;17;2;2;0
3;17;2;2;0
4;17;2;2;0
5;17;2;2;0
6;17;2;2;0
7;17;7;2;0
8;17;2;2;0
9;17;2;2;0
10;17;4167;2;0
11;17;8263;2;0
12;17;2;2;0
13;17;22599;2;0
14;17;28743;2;0
15;17;2;2;0
16;17;2;2;0
17;17;2;2;0
18;17;2;2;0
19;17;2;2;0
20;17;2;2;0
21;17;2;2;0
22;17;2;2;0
23;17;2;2;0
24;17;2;2;0
25;17;2;2;0
26;17;2;2;0
27;17;2;2;0
28;17;2;2;0
29;17;2;2;0
30;17;0;2;0
0;18;42;2;0
1;18;2;2;0
2;18;2;2;0
3;18;2;2;0
4;18;2;2;0
5;18;2;2;0
6;18;2;2;0
7;18;2;2;0
8;18;2;2;0
9;18;2;2;0
10;18;20551;2;0
11;18;7;2;0
12;18;2;2;0
13;18;2;2;0
14;18;2;2;0
15;18;2;2;0
16;18;2;2;0
17;18;2;2;0
18;18;2;2;0
19;18;2;2;0
20;18;2;2;0
21;18;2;2;0
22;18;2;2;0
23;18;2;2;0
24;18;2;2;0
25;18;2;2;0
26;18;2;2;0
27;18;2;2;0
28;18;2;2;0
29;18;2;2;0
30;18;0;2;0
0;19;42;2;0
1;19;2;2;0
2;19;2;2;0
3;19;2;2;0
4;19;2;2;0
5;19;2;2;0
6;19;2;2;0
7;19;2;2;0
8;19;2;2;0
9;19;2;2;0
10;19;2;2;0
11;19;0;2;0
12;19;0;2;0
13;19;2;2;0
14;19;2;2;0
15;19;2;2;0
16;19;2;2;0
17;19;2;2;0
18;19;2;2;0
19;19;2;2;0
20;19;2;2;0
21;19;2;2;0
22;19;2;2;0
23;19;2;2;0
24;19;2;2;0
25;19;2;2;0
26;19;2;2;0
27;19;2;2;0
28;19;2;2;0
29;19;2;2;0
30;19;0;2;0
0;20;42;2;0
1;20;2;2;0
2;20;2;2;0
3;20;2;2;0
4;20;2;2;0
5;20;2;2;0
6;20;2;2;0
7;20;2;2;0
8;20;2;2;0
9;20;2;2;0
10;20;2;2;0
11;20;2;2;0
12;20;2;2;0
13;20;2;2;0
14;20;2;2;0
15;20;2;2;0
16;20;2;2;0
17;20;2;2;0
18;20;2;2;0
19;20;2;2;0
20;20;2;2;0
21;20;2;2;0
22;20;2;2;0
23;20;2;2;0
24;20;2;2;0
25;20;2;2;0
26;20;2;2;0
27;20;2;2;0
28;20;2;2;0
29;20;2;2;0
30;20;0;2;0
0;21;42;2;0
1;21;2;2;0
2;21;2;2;0
3;21;2;2;0
4;21;2;2;0
5;21;2;2;0
6;21;2;2;0
7;21;2;2;0
8;21;2;2;0
9;21;2;2;0
10;21;2;2;0
11;21;2;2;0
12;21;2;2;0
13;21;2;2;0
14;21;2;2;0
15;21;2;2;0
16;21;2;2;0
17;21;2;2;0
18;21;2;2;0
19;21;2;2;0
20;21;2;2;0
21;21;2;2;0
22;21;2;2;0
23;21;2;2;0
24;21;2;2;0
25;21;2;2;0
26;21;2;2;0
27;21;2;2;0
28;21;2;2;0
29;21;2;2;0
30;21;0;2;0
0;22;42;2;0
1;22;2;2;0
2;22;2;2;0
3;22;2;2;0
4;22;2;2;0
5;22;2;2;0
6;22;2;2;0
7;22;2;2;0
8;22;2;2;0
9;22;2;2;0
10;22;2;2;0
11;22;2;2;0
12;22;2;2;0
13;22;2;2;0
14;22;2;2;0
15;22;2;2;0
16;22;2;2;0
17;22;2;2;0
18;22;2;2;0
19;22;2;2;0
20;22;2;2;0
21;22;2;2;0
22;22;2;2;0
23;22;2;2;0
24;22;2;2;0
25;22;2;2;0
26;22;25671;2;0
27;22;26695;2;0
28;22;2;2;0
29;22;2;2;0
30;22;0;2;0
0;23;42;2;0
1;23;2;2;0
2;23;2;2;0
3;23;2;2;0
4;23;2;2;0
5;23;2;2;0
6;23;2;2;0
7;23;2;2;0
8;23;2;2;0
9;23;2;2;0
10;23;2;2;0
11;23;2;2;0
12;23;2;2;0
13;23;2;2;0
14;23;2;2;0
15;23;2;2;0
16;23;2;2;0
17;23;2;2;0
18;23;2;2;0
19;23;2;2;0
20;23;2;2;0
21;23;2;2;0
22;23;2;2;0
23;23;2;2;0
24;23;2;2;0
25;23;2;2;0
26;23;7;2;0
27;23;24647;2;0
28;23;2;2;0
29;23;2;2;0
30;23;0;2;0
0;24;42;2;0
1;24;2;2;0
2;24;2;2;0
3;24;2;2;0
4;24;2;2;0
5;24;25671;2;0
6;24;26695;2;0
7;24;2;2;0
8;24;2;2;0
9;24;2;2;0
10;24;2;2;0
11;24;25671;2;0
12;24;9287;2;0
13;24;9287;2;0
14;24;9287;2;0
15;24;9287;2;0
16;24;26695;2;0
17;24;2;2;0
18;24;2;2;0
19;24;2;2;0
20;24;17479;2;0
21;24;26695;2;0
22;24;2;2;0
23;24;2;2;0
24;24;2;2;0
25;24;19527;2;0
26;24;7;2;0
27;24;2;2;0
28;24;2;2;0
29;24;2;2;0
30;24;0;2;0
0;25;42;2;0
1;25;2;2;0
2;25;2;2;0
3;25;2;2;0
4;25;2;2;0
5;25;3143;2;0
6;25;7239;2;0
7;25;2;2;0
8;25;2;2;0
9;25;2;2;0
10;25;2;2;0
11;25;27719;2;0
12;25;11335;2;0
13;25;11335;2;0
14;25;11335;2;0
15;25;11335;2;0
16;25;28743;2;0
17;25;2;2;0
18;25;2;2;0
19;25;7;2;0
20;25;7;2;0
21;25;28743;2;0
22;25;2;2;0
23;25;2;2;0
24;25;2;2;0
25;25;27719;2;0
26;25;28743;2;0
27;25;2;2;0
28;25;2;2;0
29;25;2;2;0
30;25;0;2;0
0;26;42;2;0
1;26;2;2;0
2;26;2;2;0
3;26;2;2;0
4;26;19527;2;0
5;26;7;2;0
6;26;7;2;0
7;26;2119;2;0
8;26;9287;2;0
9;26;26695;2;0
10;26;2;2;0
11;26;2;2;0
12;26;2;2;0
13;26;2;2;0
14;26;2;2;0
15;26;2;2;0
16;26;2;2;0
17;26;2;2;0
18;26;2;2;0
19;26;2;2;0
20;26;2;2;0
21;26;2;2;0
22;26;2;2;0
23;26;2;2;0
24;26;2;2;0
25;26;2;2;0
26;26;2;2;0
27;26;2;2;0
28;26;2;2;0
29;26;2;2;0
30;26;0;2;0
0;27;42;2;0
1;27;2;2;0
2;27;2;2;0
3;27;2;2;0
4;27;27719;2;0
5;27;11335;2;0
6;27;11335;2;0
7;27;11335;2;0
8;27;11335;2;0
9;27;28743;2;0
10;27;2;2;0
11;27;2;2;0
12;27;2;2;0
13;27;2;2;0
14;27;2;2;0
15;27;2;2;0
16;27;2;2;0
17;27;2;2;0
18;27;2;2;0
19;27;2;2;0
20;27;2;2;0
21;27;2;2;0
22;27;2;2;0
23;27;2;2;0
24;27;2;2;0
25;27;2;2;0
26;27;2;2;0
27;27;2;2;0
28;27;2;2;0
29;27;2;2;0
30;27;0;2;0
0;28;42;2;0
1;28;2;2;0
2;28;2;2;0
3;28;2;2;0
4;28;2;2;0
5;28;2;2;0
6;28;2;2;0
7;28;2;2;0
8;28;2;2;0
9;28;2;2;0
10;28;2;2;0
11;28;2;2;0
12;28;2;2;0
13;28;2;2;0
14;28;2;2;0
15;28;2;2;0
16;28;2;2;0
17;28;2;2;0
18;28;2;2;0
19;28;2;2;0
20;28;2;2;0
21;28;2;2;0
22;28;2;2;0
23;28;2;2;0
24;28;2;2;0
25;28;2;2;0
26;28;2;2;0
27;28;2;2;0
28;28;2;2;0
29;28;2;2;0
30;28;0;2;0
0;29;42;2;0
1;29;42;2;0
2;29;42;2;0
3;29;42;2;0
4;29;42;2;0
5;29;42;2;0
6;29;42;2;0
7;29;42;2;0
8;29;42;2;0
9;29;42;2;0
10;29;42;2;0
11;29;42;2;0
12;29;42;2;0
13;29;42;2;0
14;29;42;2;0
15;29;42;2;0
16;29;42;2;0
17;29;42;2;0
18;29;42;2;0
19;29;42;2;0
20;29;42;2;0
21;29;42;2;0
22;29;42;2;0
23;29;42;2;0
24;29;42;2;0
25;29;42;2;0
26;29;42;2;0
27;29;42;2;0
28;29;42;2;0
29;29;42;2;0
30;29;0;2;0
