V: 2
L: -5
X: 407
Y: 208
W: 31
H: 39
0;0;0;2
0;1;0;2
0;2;0;2
0;3;0;2
0;4;0;2
0;5;0;2
0;6;0;2
0;7;0;2
0;8;55;2
0;9;0;2
0;10;0;2
0;11;0;2
0;12;0;2
0;13;0;2
0;14;0;2
0;15;0;2
0;16;0;2
0;17;0;2
0;18;0;2
0;19;0;2
0;20;0;2
0;21;0;2
0;22;0;2
0;23;0;2
0;24;0;2
0;25;0;2
0;26;0;2
0;27;0;2
0;28;0;2
0;29;0;2
0;30;0;2
0;31;0;2
0;32;0;2
0;33;0;2
0;34;0;2
0;35;0;2
0;36;0;2
0;37;0;2
0;38;0;2
1;0;0;2
1;1;0;2
1;2;0;2
1;3;0;2
1;4;0;2
1;5;0;2
1;6;0;2
1;7;0;2
1;8;0;2
1;9;0;2
1;10;0;2
1;11;0;2
1;12;0;2
1;13;0;2
1;14;55;2
1;15;0;2
1;16;0;2
1;17;0;2
1;18;0;2
1;19;0;2
1;20;0;2
1;21;0;2
1;22;0;2
1;23;0;2
1;24;0;2
1;25;0;2
1;26;0;2
1;27;0;2
1;28;0;2
1;29;0;2
1;30;0;2
1;31;0;2
1;32;0;2
1;33;0;2
1;34;0;2
1;35;0;2
1;36;0;2
1;37;0;2
1;38;0;2
2;0;0;2
2;1;0;2
2;2;0;2
2;3;0;2
2;4;0;2
2;5;0;2
2;6;0;2
2;7;0;2
2;8;0;2
2;9;0;2
2;10;0;2
2;11;0;2
2;12;0;2
2;13;0;2
2;14;0;2
2;15;0;2
2;16;0;2
2;17;0;2
2;18;0;2
2;19;43;2
2;20;43;2
2;21;8;2
2;22;8;2
2;23;8;2
2;24;2306;2
2;25;0;2
2;26;0;2
2;27;0;2
2;28;0;2
2;29;0;2
2;30;0;2
2;31;0;2
2;32;0;2
2;33;0;2
2;34;0;2
2;35;0;2
2;36;0;2
2;37;0;2
2;38;0;2
3;0;0;2
3;1;0;2
3;2;0;2
3;3;0;2
3;4;0;2
3;5;0;2
3;6;0;2
3;7;0;2
3;8;0;2
3;9;0;2
3;10;0;2
3;11;0;2
3;12;0;2
3;13;0;2
3;14;0;2
3;15;0;2
3;16;0;2
3;17;0;2
3;18;0;2
3;19;43;2
3;20;43;2
3;21;8;2
3;22;8;2
3;23;8;2
3;24;1282;2
3;25;2;2
3;26;2;2
3;27;43;2
3;28;0;2
3;29;0;2
3;30;0;2
3;31;0;2
3;32;0;2
3;33;0;2
3;34;0;2
3;35;0;2
3;36;0;2
3;37;0;2
3;38;0;2
4;0;0;2
4;1;0;2
4;2;0;2
4;3;0;2
4;4;0;2
4;5;0;2
4;6;0;2
4;7;0;2
4;8;0;2
4;9;34;2
4;10;0;2
4;11;0;2
4;12;0;2
4;13;0;2
4;14;0;2
4;15;0;2
4;16;0;2
4;17;0;2
4;18;0;2
4;19;43;2
4;20;43;2
4;21;43;2
4;22;10498;2
4;23;3330;2
4;24;2;2
4;25;2;2
4;26;2;2
4;27;43;2
4;28;16;2
4;29;16;2
4;30;16;2
4;31;0;2
4;32;0;0
4;33;0;2
4;34;0;2
4;35;0;2
4;36;0;2
4;37;0;2
4;38;0;2
5;0;34;2
5;1;18;2
5;2;18;2
5;3;18;2
5;4;18;2
5;5;18;2
5;6;18;2
5;7;18;2
5;8;18;2
5;9;18;2
5;10;34;2
5;11;0;2
5;12;0;2
5;13;0;2
5;14;0;2
5;15;0;2
5;16;0;2
5;17;0;2
5;18;0;2
5;19;43;2
5;20;43;2
5;21;43;2
5;22;2;2
5;23;2;2
5;24;2;2
5;25;6402;2
5;26;6664;2
5;27;16;2
5;28;16;2
5;29;16;2
5;30;16;2
5;31;16;0
5;32;0;0
5;33;0;2
5;34;0;2
5;35;0;2
5;36;0;2
5;37;0;2
5;38;0;2
6;0;18;2
6;1;18;2
6;2;18;2
6;3;18;2
6;4;18;2
6;5;18;2
6;6;18;2
6;7;18;2
6;8;18;2
6;9;18;2
6;10;34;2
6;11;0;2
6;12;0;2
6;13;0;2
6;14;0;2
6;15;0;2
6;16;0;2
6;17;0;2
6;18;0;2
6;19;43;2
6;20;2;2
6;21;2;2
6;22;2;2
6;23;2;2
6;24;2;2
6;25;11522;2
6;26;5640;2
6;27;16;2
6;28;16;2
6;29;16;2
6;30;16;2
6;31;16;2
6;32;0;2
6;33;0;2
6;34;0;2
6;35;0;2
6;36;0;2
6;37;0;2
6;38;0;2
7;0;18;2
7;1;18;2
7;2;18;2
7;3;18;2
7;4;18;2
7;5;18;2
7;6;18;2
7;7;18;2
7;8;18;2
7;9;18;2
7;10;34;2
7;11;0;2
7;12;0;2
7;13;0;2
7;14;0;2
7;15;0;2
7;16;0;2
7;17;0;2
7;18;0;2
7;19;43;2
7;20;2;2
7;21;2;2
7;22;2;2
7;23;2;2
7;24;2;2
7;25;5378;2
7;26;8;2
7;27;4610;2
7;28;28162;2
7;29;16;2
